Topic	No	ID	Sentence	Type	LinkAudio
Declarative sentences	3.3	3.3Viet	Tôi sẽ quay lại làm việc sau 1 giờ nữa.	Viet	
Declarative sentences	3.3	3.3Eng	I’m getting back to work in an hour.	Eng	https://luandai123.github.io/English_Daily/13.3.3-Eng.mp3
Declarative sentences	3.3	3.3Phon	aɪm ˈgɛtɪŋ bæk tu: wɜ:rk ɪn ən ˈaʊər	Phon	
Declarative sentences	3.4	3.4Viet	Tôi sẽ không làm chuyện này.	Viet	
Declarative sentences	3.4	3.4Eng	I’m not doing this.	Eng	https://luandai123.github.io/English_Daily/13.3.4-Eng.mp3
Declarative sentences	3.4	3.4Phon	aɪm na:t ˈdu:ɪŋ ðɪs	Phon	
Declarative sentences	3.5	3.5Viet	Tôi sẽ không yêu cầu cậu làm chuyện này.	Viet	
Declarative sentences	3.5	3.5Eng	I’m not asking you to do this.	Eng	https://luandai123.github.io/English_Daily/13.3.5-Eng.mp3
Declarative sentences	3.5	3.5Phon	aɪm na:t ˈæskɪŋ ju: tu: du: ðɪs	Phon	
Declarative sentences	3.6	3.6Viet	Tôi sẽ không bị mất ngủ vì chuyện này đâu.	Viet	
Declarative sentences	3.6	3.6Eng	I’m not losing sleep over it.	Eng	https://luandai123.github.io/English_Daily/13.3.6-Eng.mp3
Declarative sentences	3.6	3.6Phon	aɪm na:t ˈlu:zɪŋ sli:p ˈoʊvər ɪt	Phon	
Declarative sentences	3.7	3.7Viet	Cậu có ở lại ăn tối không?	Viet	
Declarative sentences	3.7	3.7Eng	Are you staying for dinner?	Eng	https://luandai123.github.io/English_Daily/13.3.7-Eng.mp3
Declarative sentences	3.7	3.7Phon	a:r ju: ˈsteɪɪŋ fɔ:r ˈdɪnər	Phon	
Declarative sentences	3.8	3.8Viet	Cậu có đi hay không?	Viet	
Declarative sentences	3.8	3.8Eng	Are you going or not?	Eng	https://luandai123.github.io/English_Daily/13.3.8-Eng.mp3
Declarative sentences	3.8	3.8Phon	a:r ju: ˈgoʊɪŋ ɔ:r na:t	Phon	
Declarative sentences	4	4Struc	IT IS NOT... /Đấy không phải là.../	Struc	
Declarative sentences	4.1	4.1Viet	Không phải về cậu.	Viet	
Declarative sentences	4.1	4.1Eng	It’s not about you.	Eng	https://luandai123.github.io/English_Daily/13.4.1-Eng.mp3
Declarative sentences	4.1	4.1Phon	ɪts na:t əˈbaʊt ju:	Phon	
Declarative sentences	4.2	4.2Viet	Nó không đáng.	Viet	
Declarative sentences	4.2	4.2Eng	It’s not worth it.	Eng	https://luandai123.github.io/English_Daily/13.4.2-Eng.mp3
Declarative sentences	4.2	4.2Phon	ɪts na:t wɜ:rθ ɪt	Phon	
Declarative sentences	4.3	4.3Viet	Nó không quan trọng đến thế.	Viet	
Declarative sentences	4.3	4.3Eng	It’s not that important.	Eng	https://luandai123.github.io/English_Daily/13.4.3-Eng.mp3
Declarative sentences	4.3	4.3Phon	ɪts na:t ðæt ɪmˈpɔ:rtənt	Phon	
Declarative sentences	4.4	4.4Viet	Chuyện không phải lúc nào cũng đơn giản như thế.	Viet	
Declarative sentences	4.4	4.4Eng	It’s not always that simple.	Eng	https://luandai123.github.io/English_Daily/13.4.4-Eng.mp3
Declarative sentences	4.4	4.4Phon	ɪts na:t ˈa:lweɪz ðæt ˈsɪmpəl	Phon	
Declarative sentences	4.5	4.5Viet	Người anh ấy muốn gặp không phải là tôi.	Viet	
Declarative sentences	4.5	4.5Eng	It’s not me he wants to see.	Eng	https://luandai123.github.io/English_Daily/13.4.5-Eng.mp3
Declarative sentences	4.5	4.5Phon	ɪts na:t mi: hi: wa:nts tu: si:	Phon	
Declarative sentences	4.6	4.6Viet	Người cô ấy muốn nói chuyện không phải là tôi.	Viet	
Declarative sentences	4.6	4.6Eng	It’s not me she wants to talk to.	Eng	https://luandai123.github.io/English_Daily/13.4.6-Eng.mp3
Declarative sentences	4.6	4.6Phon	ɪts na:t mi: ʃi: wa:nts tu: ta:k tu:	Phon	
Declarative sentences	4.7	4.7Viet	Người phải nói lời xin lỗi không phải là cậu.	Viet	
Declarative sentences	4.7	4.7Eng	It’s not you who should apologize.	Eng	https://luandai123.github.io/English_Daily/13.4.7-Eng.mp3
Declarative sentences	4.7	4.7Phon	ɪts na:t ju: hu: ʃʊd əˈpa:ləʤaɪz	Phon	
Declarative sentences	5	5Struc	HE/SHE IS NOT THAT... /Anh ấy/cô ấy không đến mức  … vậy/	Struc	
Declarative sentences	5.1	5.1Viet	Cô ấy không thú vị đến mức đấy.	Viet	
Declarative sentences	5.1	5.1Eng	She is not that interesting.	Eng	https://luandai123.github.io/English_Daily/13.5.1-Eng.mp3
Declarative sentences	5.1	5.1Phon	ʃi: ɪz na:t ðæt ˈɪntrəstɪŋ	Phon	
Declarative sentences	5.2	5.2Viet	Anh ấy không thông minh đến thế.	Viet	
Declarative sentences	5.2	5.2Eng	He is not that clever.	Eng	https://luandai123.github.io/English_Daily/13.5.2-Eng.mp3
Declarative sentences	5.2	5.2Phon	hi: ɪz na:t ðæt ˈklɛvər	Phon	
Declarative sentences	5.3	5.3Viet	Anh ấy không tệ đến thế.	Viet	
Declarative sentences	5.3	5.3Eng	He is not that bad.	Eng	https://luandai123.github.io/English_Daily/13.5.3-Eng.mp3
Declarative sentences	5.3	5.3Phon	hi: ɪz na:t ðæt bæd	Phon	
Declarative sentences	5.4	5.4Viet	Cô ấy không đẹp đến thế.	Viet	
Declarative sentences	5.4	5.4Eng	She is not that beautiful.	Eng	https://luandai123.github.io/English_Daily/13.5.4-Eng.mp3
Declarative sentences	5.4	5.4Phon	ʃi: ɪz na:t ðæt ˈbjuːtəfəl	Phon	
Declarative sentences	6	6Struc	ACTUALLY/IN FACT/AS A MATTER OF FACT... /Thật ra là/thực tế là.../	Struc	
Declarative sentences	6.1	6.1Viet	Thật ra anh ta là người tốt.	Viet	
Declarative sentences	6.1	6.1Eng	Actually, he was a nice person.	Eng	https://luandai123.github.io/English_Daily/13.6.1-Eng.mp3
Declarative sentences	6.1	6.1Phon	ˈækʧuəli hi: wʌz ə naɪs ˈpɜ:rsən	Phon	
Declarative sentences	6.2	6.2Viet	Thật ra cô ấy đã cho tôi leo cây.	Viet	
Declarative sentences	6.2	6.2Eng	Actually, she stood me up.	Eng	https://luandai123.github.io/English_Daily/13.6.2-Eng.mp3
Declarative sentences	6.2	6.2Phon	ˈækʧuəli ʃi: stʊd mi: ʌp	Phon	
Declarative sentences	6.3	6.3Viet	Tôi chưa bao giờ thật sự có cơ hội.	Viet	
Declarative sentences	6.3	6.3Eng	I have never actually had the chance.	Eng	https://luandai123.github.io/English_Daily/13.6.3-Eng.mp3
Declarative sentences	6.3	6.3Phon	aɪ hæv ˈnɛvər ˈækʧuəli hæd ðə ʧæns	Phon	
Declarative sentences	6.4	6.4Viet	Tôi thật sự nghiêm túc về chuyện này.	Viet	
Declarative sentences	6.4	6.4Eng	I am actually serious about this.	Eng	https://luandai123.github.io/English_Daily/13.6.4-Eng.mp3
Declarative sentences	6.4	6.4Phon	aɪ æm ˈækʧuəli ˈsɪriəs əˈbaʊt ðɪs	Phon	
Declarative sentences	6.5	6.5Viet	Nó thật sự thú vị.	Viet	
Declarative sentences	6.5	6.5Eng	It’s actually exciting.	Eng	https://luandai123.github.io/English_Daily/13.6.5-Eng.mp3
Declarative sentences	6.5	6.5Phon	ɪts ˈækʧuəli ɪkˈsaɪtɪŋ	Phon	
Declarative sentences	6.6	6.6Viet	Thật ra chúng tôi đã không thảo luận về vấn đề đó.	Viet	
Declarative sentences	6.6	6.6Eng	In fact, we didn’t discuss the problem.	Eng	https://luandai123.github.io/English_Daily/13.6.6-Eng.mp3
Declarative sentences	6.6	6.6Phon	ɪn fækt wi: ˈdɪdənt dɪˈskʌs ðə ˈpra:bləm	Phon	
Declarative sentences	6.7	6.7Viet	Thật ra họ ép tôi làm.	Viet	
Declarative sentences	6.7	6.7Eng	In fact, they forced me to do it.	Eng	https://luandai123.github.io/English_Daily/13.6.7-Eng.mp3
Declarative sentences	6.7	6.7Phon	ɪn fækt ðeɪ fɔ:rst mi: tu: du: ɪt	Phon	
Declarative sentences	6.8	6.8Viet	Thực tế là tôi đã học đại học với anh ta.	Viet	
Declarative sentences	6.8	6.8Eng	As a matter of fact, I went to college with him.	Eng	https://luandai123.github.io/English_Daily/13.6.8-Eng.mp3
Declarative sentences	6.8	6.8Phon	æz ə ˈmætər ʌv fækt aɪ wɛnt tu: ˈka:lɪʤ wɪð hɪm	Phon	
Declarative sentences	6.9	6.9Viet	Trên thực tế, anh ta hoàn toàn xa lạ đối với tôi.	Viet	
Declarative sentences	6.9	6.9Eng	As a matter of fact, he is a complete stranger to me.	Eng	https://luandai123.github.io/English_Daily/13.6.9-Eng.mp3
Declarative sentences	6.9	6.9Phon	æz ə ˈmætər ʌv fækt hi: ɪz ə kəmˈpli:t ˈstreɪnʤər tu: mi:	Phon	
Declarative sentences	7	7Struc	THERE IS/THERE ARE... /Có.../	Struc	
Declarative sentences	7.1	7.1Viet	Không có kế hoạch dự bị.	Viet	
Declarative sentences	7.1	7.1Eng	There is no plan B.	Eng	https://luandai123.github.io/English_Daily/13.7.1-Eng.mp3
Declarative sentences	7.1	7.1Phon	ðɛr ɪz noʊ plæn bi:	Phon	
Declarative sentences	7.2	7.2Viet	Không có cách nào kiểm soát được chuyện đó.	Viet	
Declarative sentences	7.2	7.2Eng	There is no way to control that.	Eng	https://luandai123.github.io/English_Daily/13.7.2-Eng.mp3
Declarative sentences	7.2	7.2Phon	ðɛr ɪz noʊ weɪ tu: kənˈtroʊl ðæt	Phon	
Declarative sentences	7.3	7.3Viet	Tôi không thể làm được gì cho chuyện đó.	Viet	
Declarative sentences	7.3	7.3Eng	There is nothing I can do about it.	Eng	https://luandai123.github.io/English_Daily/13.7.3-Eng.mp3
Declarative sentences	7.3	7.3Phon	ðɛr ɪz ˈnʌθɪŋ aɪ kæn du: əˈbaʊt ɪt	Phon	
Declarative sentences	7.4	7.4Viet	Có một quyển sách ở trên bàn.	Viet	
Declarative sentences	7.4	7.4Eng	There is a book on the desk.	Eng	https://luandai123.github.io/English_Daily/13.7.4-Eng.mp3
Declarative sentences	7.4	7.4Phon	ðɛr ɪz ə bʊk a:n ðə dɛsk	Phon	
Declarative sentences	7.5	7.5Viet	Có những sự lựa chọn khác.	Viet	
Declarative sentences	7.5	7.5Eng	There are other options.	Eng	https://luandai123.github.io/English_Daily/13.7.5-Eng.mp3
Declarative sentences	7.5	7.5Phon	ðɛr a:r ˈʌðər ˈa:pʃənz	Phon	
Declarative sentences	7.6	7.6Viet	Có 2 cách để tìm ra.	Viet	
Declarative sentences	7.6	7.6Eng	There are 2 ways to find out.	Eng	https://luandai123.github.io/English_Daily/13.7.6-Eng.mp3
Declarative sentences	7.6	7.6Phon	ðɛr a:r tu: weɪz tu: faɪnd aʊt	Phon	
Declarative sentences	7.7	7.7Viet	Có một số cửa hàng mở ban đêm.	Viet	
Declarative sentences	7.7	7.7Eng	There are some stores open at night.	Eng	https://luandai123.github.io/English_Daily/13.7.7-Eng.mp3
Declarative sentences	7.7	7.7Phon	ðɛr a:r sʌm stɔ:rz ˈoʊpən æt naɪt	Phon	
Declarative sentences	7.8	7.8Viet	Ở đây có nhiều thứ hay ho để xem.	Viet	
Declarative sentences	7.8	7.8Eng	There are a lot of interesting things to see here.	Eng	https://luandai123.github.io/English_Daily/13.7.8-Eng.mp3
Declarative sentences	7.8	7.8Phon	ðɛr a:r ə la:t ʌv ˈɪntrəstɪŋ θɪŋz tu: si: hɪr	Phon	
Declarative sentences	8	8Struc	I HAVE TO... /Tôi phải.../	Struc	
Declarative sentences	8.1	8.1Viet	Tôi phải đợi.	Viet	
Declarative sentences	8.1	8.1Eng	I have to wait.	Eng	https://luandai123.github.io/English_Daily/13.8.1-Eng.mp3
Declarative sentences	8.1	8.1Phon	aɪ hæv tu: weɪt	Phon	
Declarative sentences	8.2	8.2Viet	Tôi phải thành thật.	Viet	
Declarative sentences	8.2	8.2Eng	I have to be truthful.	Eng	https://luandai123.github.io/English_Daily/13.8.2-Eng.mp3
Declarative sentences	8.2	8.2Phon	aɪ hæv tu: bi: ˈtru:θfəl	Phon	
Declarative sentences	8.3	8.3Viet	Tôi phải nói cho anh ta biết một bí mật.	Viet	
Declarative sentences	8.3	8.3Eng	I have to tell him something confidential.	Eng	https://luandai123.github.io/English_Daily/13.8.3-Eng.mp3
Declarative sentences	8.3	8.3Phon	aɪ hæv tu: tɛl hɪm ˈsʌmθɪŋ ˌka:nfəˈdɛnʃəl	Phon	
Declarative sentences	8.4	8.4Viet	Bạn phải nhanh lên.	Viet	
Declarative sentences	8.4	8.4Eng	You have to move in a rush.	Eng	https://luandai123.github.io/English_Daily/13.8.4-Eng.mp3
Declarative sentences	8.4	8.4Phon	ju: hæv tu: mu:v ɪn ə rʌʃ	Phon	
Declarative sentences	8.5	8.5Viet	Cậu phải quyết tâm vào.	Viet	
Declarative sentences	8.5	8.5Eng	You have to make up your mind.	Eng	https://luandai123.github.io/English_Daily/13.8.5-Eng.mp3
Declarative sentences	8.5	8.5Phon	ju: hæv tu: meɪk ʌp jʊr maɪnd	Phon	
Declarative sentences	8.6	8.6Viet	Cậu phải thừa nhận điều đó thôi.	Viet	
Declarative sentences	8.6	8.6Eng	You have to admit that.	Eng	https://luandai123.github.io/English_Daily/13.8.6-Eng.mp3
Declarative sentences	8.6	8.6Phon	ju: hæv tu: ədˈmɪt ðæt	Phon	
Declarative sentences	8.7	8.7Viet	Cậu không phải lo đâu.	Viet	
Declarative sentences	8.7	8.7Eng	You don’t have to worry.	Eng	https://luandai123.github.io/English_Daily/13.8.7-Eng.mp3
Declarative sentences	8.7	8.7Phon	ju: doʊnt hæv tu: ˈwɜ:ri	Phon	
Declarative sentences	8.8	8.8Viet	Cậu không phải giải thích cho anh ta.	Viet	
Declarative sentences	8.8	8.8Eng	You don’t have to explain it to him.	Eng	https://luandai123.github.io/English_Daily/13.8.8-Eng.mp3
Declarative sentences	8.8	8.8Phon	ju: doʊnt hæv tu: ɪkˈspleɪn ɪt tu: hɪm	Phon	
Declarative sentences	9	9Struc	I GOTTA... /Tôi phải.../	Struc	
Declarative sentences	9.1	9.1Viet	Tôi phải đi đây.	Viet	
Declarative sentences	9.1	9.1Eng	I gotta go.	Eng	https://luandai123.github.io/English_Daily/13.9.1-Eng.mp3
Declarative sentences	9.1	9.1Phon	aɪ ˈga:tə goʊ	Phon	
Declarative sentences	9.2	9.2Viet	Tôi phải suy nghĩ về chuyện đó.	Viet	
Declarative sentences	9.2	9.2Eng	I gotta think about it.	Eng	https://luandai123.github.io/English_Daily/13.9.2-Eng.mp3
Declarative sentences	9.2	9.2Phon	aɪ ˈga:tə θɪŋk əˈbaʊt ɪt	Phon	
Declarative sentences	9.3	9.3Viet	Tôi phải đi bộ nhiều hơn để tăng cường sức khoẻ.	Viet	
Declarative sentences	9.3	9.3Eng	I gotta walk more for my health.	Eng	https://luandai123.github.io/English_Daily/13.9.3-Eng.mp3
Declarative sentences	9.3	9.3Phon	aɪ ˈga:tə wa:k mɔ:r fɔ:r maɪ hɛlθ	Phon	
Declarative sentences	9.4	9.4Viet	Tôi phải xin phép họ.	Viet	
Declarative sentences	9.4	9.4Eng	I gotta get permission from them.	Eng	https://luandai123.github.io/English_Daily/13.9.4-Eng.mp3
Declarative sentences	9.4	9.4Phon	aɪ ˈga:tə gɛt pərˈmɪʃən frʌm ðɛm	Phon	
Declarative sentences	10	10Struc	I SHOULD... /Tôi nên.../	Struc	
Declarative sentences	10.1	10.1Viet	Tôi nên học nhiều hơn.	Viet	
Declarative sentences	10.1	10.1Eng	I should study more.	Eng	https://luandai123.github.io/English_Daily/13.10.1-Eng.mp3
Declarative sentences	10.1	10.1Phon	aɪ ʃʊd ˈstʌdi mɔ:r	Phon	
Declarative sentences	10.2	10.2Viet	Tôi nên quay lại trước 3 giờ.	Viet	
Declarative sentences	10.2	10.2Eng	I should get back by three.	Eng	https://luandai123.github.io/English_Daily/13.10.2-Eng.mp3
Declarative sentences	10.2	10.2Phon	aɪ ʃʊd gɛt bæk baɪ θri:	Phon	
Declarative sentences	10.3	10.3Viet	Tôi nên bắt đầu chuẩn bị.	Viet	
Declarative sentences	10.3	10.3Eng	I should start getting ready.	Eng	https://luandai123.github.io/English_Daily/13.10.3-Eng.mp3
Declarative sentences	10.3	10.3Phon	aɪ ʃʊd sta:rt ˈgɛtɪŋ ˈrɛdi	Phon	
Declarative sentences	10.4	10.4Viet	Cậu nên học cách đối mặt với nó.	Viet	
Declarative sentences	10.4	10.4Eng	You should learn to cope with this.	Eng	https://luandai123.github.io/English_Daily/13.10.4-Eng.mp3
Declarative sentences	10.4	10.4Phon	ju: ʃʊd lɜ:rn tu: koʊp wɪð ðɪs	Phon	
Declarative sentences	10.5	10.5Viet	Cậu nên bắt đầu làm ngay từ bây giờ.	Viet	
Declarative sentences	10.5	10.5Eng	You should start working on it right now.	Eng	https://luandai123.github.io/English_Daily/13.10.5-Eng.mp3
Declarative sentences	10.5	10.5Phon	ju: ʃʊd sta:rt ˈwɜ:rkɪŋ a:n ɪt raɪt naʊ	Phon	
Declarative sentences	10.6	10.6Viet	Cậu không nên hành xử như thế.	Viet	
Declarative sentences	10.6	10.6Eng	You should not behave that way.	Eng	https://luandai123.github.io/English_Daily/13.10.6-Eng.mp3
Declarative sentences	10.6	10.6Phon	ju: ʃʊd na:t bɪˈheɪv ðæt weɪ	Phon	
Declarative sentences	10.7	10.7Viet	Cậu không nên coi việc đó là hiển nhiên.	Viet	
Declarative sentences	10.7	10.7Eng	You should not take it for granted.	Eng	https://luandai123.github.io/English_Daily/13.10.7-Eng.mp3
Declarative sentences	10.7	10.7Phon	ju: ʃʊd na:t teɪk ɪt fɔ:r ˈgræntɪd	Phon	
Declarative sentences	10.8	10.8Viet	Cậu không nên vội đưa ra kết luận.	Viet	
Declarative sentences	10.8	10.8Eng	You should not jump to conclusions.	Eng	https://luandai123.github.io/English_Daily/13.10.8-Eng.mp3
Declarative sentences	10.8	10.8Phon	ju: ʃʊd na:t ʤʌmp tu: kənˈklu:ʒənz	Phon	
Declarative sentences	11	11Struc	I AM SUPPOSED TO... /Việc phải làm đã được dự định từ trước/	Struc	
Declarative sentences	11.1	11.1Viet	Tôi phải gặp anh ấy lúc 3 giờ.	Viet	
Declarative sentences	11.1	11.1Eng	I’m supposed to meet him at three.	Eng	https://luandai123.github.io/English_Daily/13.11.1-Eng.mp3
Declarative sentences	11.1	11.1Phon	aɪm səˈpoʊzd tu: mi:t hɪm æt θri:	Phon	
Declarative sentences	11.2	11.2Viet	Cậu phải gặp anh ấy để ăn trưa.	Viet	
Declarative sentences	11.2	11.2Eng	You are supposed to meet him for lunch.	Eng	https://luandai123.github.io/English_Daily/13.11.2-Eng.mp3
Declarative sentences	11.2	11.2Phon	ju: a:r səˈpoʊzd tu: mi:t hɪm fɔ:r lʌnʧ	Phon	
Declarative sentences	11.3	11.3Viet	Tôi không được gọi cho anh ấy.	Viet	
Declarative sentences	11.3	11.3Eng	I am not supposed to call him.	Eng	https://luandai123.github.io/English_Daily/13.11.3-Eng.mp3
Declarative sentences	11.3	11.3Phon	aɪ æm na:t səˈpoʊzd tu: ka:l hɪm	Phon	
Declarative sentences	11.4	11.4Viet	Cậu không được chạm vào nó.	Viet	
Declarative sentences	11.4	11.4Eng	You are not supposed to touch it.	Eng	https://luandai123.github.io/English_Daily/13.11.4-Eng.mp3
Declarative sentences	11.4	11.4Phon	ju: a:r na:t səˈpoʊzd tu: tʌʧ ɪt	Phon	
Declarative sentences	11.5	11.5Viet	Nó vốn dĩ được cố định như vậy.	Viet	
Declarative sentences	11.5	11.5Eng	It is supposed to be fixed that way.	Eng	https://luandai123.github.io/English_Daily/13.11.5-Eng.mp3
Declarative sentences	11.5	11.5Phon	ɪt ɪz səˈpoʊzd tu: bi: fɪkst ðæt weɪ	Phon	
Declarative sentences	11.6	11.6Viet	Nó vốn dĩ là màu xanh.	Viet	
Declarative sentences	11.6	11.6Eng	It is supposed to be blue.	Eng	https://luandai123.github.io/English_Daily/13.11.6-Eng.mp3
Declarative sentences	11.6	11.6Phon	ɪt ɪz səˈpoʊzd tu: bi: blu:	Phon	
Declarative sentences	11.7	11.7Viet	Điều đó vốn mang ý nghĩa gì?	Viet	
Declarative sentences	11.7	11.7Eng	What’s supposed to mean?	Eng	https://luandai123.github.io/English_Daily/13.11.7-Eng.mp3
Declarative sentences	11.7	11.7Phon	wʌts səˈpoʊzd tu: mi:n	Phon	
Declarative sentences	11.8	11.8Viet	Đúng lẽ là không được cho vào ngăn đá.	Viet	
Declarative sentences	11.8	11.8Eng	It is not supposed to be put in the freezer.	Eng	https://luandai123.github.io/English_Daily/13.11.8-Eng.mp3
Declarative sentences	11.8	11.8Phon	ɪt ɪz na:t səˈpoʊzd tu: bi: pʊt ɪn ðə ˈfri:zər	Phon	
Declarative sentences	12	12Struc	BETTER THAN... /Tốt hơn.../	Struc	
Declarative sentences	12.1	12.1Viet	Tôi xứng đáng được hơn thế này.	Viet	
Declarative sentences	12.1	12.1Eng	I deserve better than this.	Eng	https://luandai123.github.io/English_Daily/13.12.1-Eng.mp3
Declarative sentences	12.1	12.1Phon	aɪ dɪˈzɜ:rv ˈbɛtər ðæn ðɪs	Phon	
Declarative sentences	12.2	12.2Viet	Tôi nên khôn ngoan hơn.	Viet	
Declarative sentences	12.2	12.2Eng	I should know better than that.	Eng	https://luandai123.github.io/English_Daily/13.12.2-Eng.mp3
Declarative sentences	12.2	12.2Phon	aɪ ʃʊd noʊ ˈbɛtər ðæn ðæt	Phon	
Declarative sentences	12.3	12.3Viet	Tôi hiểu anh ấy rõ hơn cậu.	Viet	
Declarative sentences	12.3	12.3Eng	I understand him better than you.	Eng	https://luandai123.github.io/English_Daily/13.12.3-Eng.mp3
Declarative sentences	12.3	12.3Phon	aɪ ˌʌndərˈstænd hɪm ˈbɛtər ðæn ju:	Phon	
Declarative sentences	12.4	12.4Viet	Cậu trông khá hơn tôi đó.	Viet	
Declarative sentences	12.4	12.4Eng	You look better than me.	Eng	https://luandai123.github.io/English_Daily/13.12.4-Eng.mp3
Declarative sentences	12.4	12.4Phon	ju: lʊk ˈbɛtər ðæn mi:	Phon	
Declarative sentences	12.5	12.5Viet	Cậu biết rõ điều này hơn bất kì ai.	Viet	
Declarative sentences	12.5	12.5Eng	You know this better than anybody.	Eng	https://luandai123.github.io/English_Daily/13.12.5-Eng.mp3
Declarative sentences	12.5	12.5Phon	ju: noʊ ðɪs ˈbɛtər ðæn ˈenibaːdi	Phon	
Declarative sentences	12.6	12.6Viet	Tiếng Anh của cậu khá hơn cậu nghĩ đấy.	Viet	
Declarative sentences	12.6	12.6Eng	Your English is better than you admit.	Eng	https://luandai123.github.io/English_Daily/13.12.6-Eng.mp3
Declarative sentences	12.6	12.6Phon	jʊr ˈɪŋglɪʃ ɪz ˈbɛtər ðæn ju: ədˈmɪt	Phon	
Declarative sentences	12.7	12.7Viet	Ý tưởng của cậu hay hơn của anh ta.	Viet	
Declarative sentences	12.7	12.7Eng	Your idea is better than his.	Eng	https://luandai123.github.io/English_Daily/13.12.7-Eng.mp3
Declarative sentences	12.7	12.7Phon	jʊr aɪˈdi:ə ɪz ˈbɛtər ðæn hɪz	Phon	
Declarative sentences	12.8	12.8Viet	Không gì hơn một cốc bia lạnh trong một ngày nóng nực.	Viet	
Declarative sentences	12.8	12.8Eng	There is nothing better than a cold beer on a hot day.	Eng	https://luandai123.github.io/English_Daily/13.12.8-Eng.mp3
Declarative sentences	12.8	12.8Phon	ðɛr ɪz ˈnʌθɪŋ ˈbɛtər ðæn ə koʊld bɪr a:n ə ha:t deɪ	Phon	
Declarative sentences	13	13Struc	AT/AROUND... /Vào lúc, vào khoảng.../	Struc	
Declarative sentences	13.1	13.1Viet	Gọi cho tôi lúc 1 giờ.	Viet	
Declarative sentences	13.1	13.1Eng	Call me at one.	Eng	https://luandai123.github.io/English_Daily/13.13.1-Eng.mp3
Declarative sentences	13.1	13.1Phon	ka:l mi: æt wʌn	Phon	
Declarative sentences	13.2	13.2Viet	Đến 4 giờ nhắc tôi nhé.	Viet	
Declarative sentences	13.2	13.2Eng	Remind me at four.	Eng	https://luandai123.github.io/English_Daily/13.13.2-Eng.mp3
Declarative sentences	13.2	13.2Phon	rɪˈmaɪnd mi: æt fɔ:r	Phon	
Declarative sentences	13.3	13.3Viet	Hẹn gặp cậu vào khoảng 2 giờ nhé.	Viet	
Declarative sentences	13.3	13.3Eng	See you around two.	Eng	https://luandai123.github.io/English_Daily/13.13.3-Eng.mp3
Declarative sentences	13.3	13.3Phon	si: ju: əˈraʊnd tu:	Phon	
Declarative sentences	13.4	13.4Viet	Khoảng 10 giờ thì về.	Viet	
Declarative sentences	13.4	13.4Eng	Leave around ten.	Eng	https://luandai123.github.io/English_Daily/13.13.4-Eng.mp3
Declarative sentences	13.4	13.4Phon	li:v əˈraʊnd tɛn	Phon	
Declarative sentences	13.5	13.5Viet	Tôi đã thấy buồn ngủ lúc 11 giờ.	Viet	
Declarative sentences	13.5	13.5Eng	I fall asleep at eleven.	Eng	https://luandai123.github.io/English_Daily/13.13.5-Eng.mp3
Declarative sentences	13.5	13.5Phon	aɪ fa:l əˈsli:p æt ɪˈlɛvən	Phon	
Declarative sentences	13.6	13.6Viet	Anh ấy rời đi vào khoảng thời gian ăn trưa.	Viet	
Declarative sentences	13.6	13.6Eng	He left around lunchtime.	Eng	https://luandai123.github.io/English_Daily/13.13.6-Eng.mp3
Declarative sentences	13.6	13.6Phon	hi: lɛft əˈraʊnd ˈlʌnʧtaɪm	Phon	
Declarative sentences	14	14Struc	IN + TỪ CHỈ THỜI GIAN 	Struc	
Declarative sentences	14.1	14.1Viet	Anh ấy sẽ khoẻ hơn trong tương lai.	Viet	
Declarative sentences	14.1	14.1Eng	He will be better in the future.	Eng	https://luandai123.github.io/English_Daily/13.14.1-Eng.mp3
Declarative sentences	14.1	14.1Phon	hi: wɪl bi: ˈbɛtər ɪn ðə ˈfju:ʧər	Phon	
Declarative sentences	14.2	14.2Viet	Sắp tới sẽ có chuyện xảy ra.	Viet	
Declarative sentences	14.2	14.2Eng	Things are coming up in the near future.	Eng	https://luandai123.github.io/English_Daily/13.14.2-Eng.mp3
Declarative sentences	14.2	14.2Phon	θɪŋz a:r ˈkʌmɪŋ ʌp ɪn ðə nɪr ˈfju:ʧər	Phon	
Declarative sentences	14.3	14.3Viet	Tôi chưa từng trải qua chuyện đó trong đời.	Viet	
Declarative sentences	14.3	14.3Eng	I have never experienced it in my life.	Eng	https://luandai123.github.io/English_Daily/13.14.3-Eng.mp3
Declarative sentences	14.3	14.3Phon	aɪ hæv ˈnɛvər ɪkˈspɪriənst ɪt ɪn maɪ laɪf	Phon	
Declarative sentences	14.4	14.4Viet	Tôi sẽ quay lại sau 30 phút.	Viet	
Declarative sentences	14.4	14.4Eng	I will be back in 30 minutes.	Eng	https://luandai123.github.io/English_Daily/13.14.4-Eng.mp3
Declarative sentences	14.4	14.4Phon	aɪ wɪl bi: bæk ɪn ˈθɜːrti ˈmɪnɪts	Phon	
Declarative sentences	14.5	14.5Viet	10 phút nữa họ sẽ đến nơi.	Viet	
Declarative sentences	14.5	14.5Eng	They will arrive in 10 minutes.	Eng	https://luandai123.github.io/English_Daily/13.14.5-Eng.mp3
Declarative sentences	14.5	14.5Phon	ðeɪ wɪl əˈraɪv ɪn tɛn ˈmɪnɪts	Phon	
Declarative sentences	15	15Struc	ON + THỨ/NGÀY/DỊP ĐẶC BIỆT	Struc	
Declarative sentences	15.1	15.1Viet	Tôi sẽ ở đó vào thứ 4.	Viet	
